卡号,交易日期,交易时间,站点名称,行业名称,交易金额,交易性质
2801987727,2015-04-01,19:30:15,6号线航津路,地铁,5.00,非优惠
2801987727,2015-04-01,09:12:06,4号线塘桥,地铁,5.00,非优惠
2801987727,2015-04-01,08:18:05,6号线航津路,地铁,0.00,非优惠
2801987727,2015-04-01,18:41:55,4号线塘桥,地铁,0.00,非优惠
2603608493,2015-04-01,15:58:01,11号线上海西站,地铁,0.00,非优惠
2603608493,2015-04-01,07:44:01,11号线上海西站,地铁,5.00,优惠
2603608493,2015-04-01,16:55:39,8号线沈杜公路,地铁,5.00,优惠
2603608493,2015-04-01,06:48:56,8号线沈杜公路,地铁,0.00,非优惠
2002260643,2015-04-01,11:05:00,2号线上海科技馆,地铁,0.00,非优惠
2002260643,2015-04-01,15:16:21,4号线世纪大道,地铁,4.00,非优惠
2002260643,2015-04-01,15:00:17,2号线张江高科,地铁,0.00,非优惠
2002260643,2015-04-01,11:15:15,2号线张江高科,地铁,3.00,非优惠
2002582674,2015-04-01,13:13:48,2号线陆家嘴,地铁,0.00,非优惠
2002582674,2015-04-01,11:41:15,2号线陆家嘴,地铁,3.00,非优惠
2002582674,2015-04-01,08:19:51,2号线南京西路,地铁,5.00,非优惠
2002582674,2015-04-01,16:07:12,8号线市光路,地铁,4.00,非优惠
2002582674,2015-04-01,13:25:05,2号线南京西路,地铁,3.00,非优惠
2002582674,2015-04-01,07:42:01,2号线徐泾东,地铁,0.00,非优惠
2002582674,2015-04-01,15:17:29,2号线南京西路,地铁,0.00,非优惠
2002582674,2015-04-01,11:30:33,2号线南京西路,地铁,0.00,非优惠
202179759,2015-04-01,12:37:59,3号线漕溪路,地铁,0.00,非优惠
202179759,2015-04-01,15:28:34,3号线上海火车站,地铁,0.00,非优惠
202179759,2015-04-01,09:50:34,1号线共富新村,地铁,0.00,非优惠
202179759,2015-04-01,13:19:02,3号线赤峰路,地铁,4.00,非优惠
202179759,2015-04-01,15:55:44,3号线漕溪路,地铁,1.00,非优惠
202179759,2015-04-01,11:15:43,3号线镇坪路,地铁,0.00,非优惠
202179759,2015-04-01,16:22:49,1号线漕宝路,地铁,0.00,非优惠
202179759,2015-04-01,10:24:22,3号线上海火车站,地铁,0.00,非优惠
202179759,2015-04-01,10:32:05,3号线镇坪路,地铁,0.00,非优惠
202179759,2015-04-01,10:18:11,1号线上海火车站,地铁,4.00,非优惠
202179759,2015-04-01,14:57:14,1号线共富新村,地铁,0.00,非优惠
202179759,2015-04-01,17:07:39,1号线通河新村,地铁,5.00,非优惠
202179759,2015-04-01,15:21:09,1号线上海火车站,地铁,3.00,优惠
202179759,2015-04-01,11:36:09,3号线漕溪路,地铁,4.00,非优惠
2802879827,2015-04-01,14:27:39,7号线常熟路,地铁,0.00,非优惠
2802879827,2015-04-01,17:34:43,9号线宜山路,地铁,0.00,非优惠
2802879827,2015-04-01,14:48:51,9号线宜山路,地铁,3.00,非优惠
2802879827,2015-04-01,17:51:28,7号线常熟路,地铁,3.00,非优惠
3101618814,2015-04-01,18:06:16,1号线新闸路,地铁,3.00,非优惠
3101618814,2015-04-01,16:38:27,1号线新闸路,地铁,0.00,非优惠
2802906192,2015-04-01,17:05:30,4号线蓝村路,地铁,3.00,非优惠
2802906192,2015-04-01,16:58:41,6号线上海儿童医学中心,地铁,0.00,非优惠
2102289302,2015-04-01,15:23:34,3号线长江南路,地铁,0.00,非优惠
2102289302,2015-04-01,16:10:05,8号线成山路,地铁,5.00,非优惠
3102642289,2015-04-01,18:04:26,7号线静安寺,地铁,0.00,非优惠
3102642289,2015-04-01,18:23:09,7号线岚皋路,地铁,3.00,非优惠
3102642289,2015-04-01,08:32:19,7号线岚皋路,地铁,0.00,非优惠
3102642289,2015-04-01,08:47:17,7号线静安寺,地铁,3.00,非优惠
2001121768,2015-04-01,08:32:21,6号线航津路,地铁,4.00,非优惠
2001121768,2015-04-01,17:38:09,6号线金桥路,地铁,4.00,非优惠
2001121768,2015-04-01,08:05:02,6号线金桥路,地铁,0.00,非优惠
2001121768,2015-04-01,17:11:02,6号线航津路,地铁,0.00,非优惠
2801198061,2015-04-01,19:33:43,7号线镇坪路,地铁,0.00,非优惠
2801198061,2015-04-01,09:04:30,7号线镇坪路,地铁,3.00,非优惠
2801198061,2015-04-01,19:49:04,7号线行知路,地铁,3.00,非优惠
2801198061,2015-04-01,08:47:50,7号线行知路,地铁,0.00,非优惠
2002615364,2015-04-01,22:52:26,8号线成山路,地铁,3.00,非优惠
2002615364,2015-04-01,10:41:40,8号线成山路,地铁,0.00,非优惠
2002615364,2015-04-01,22:31:57,4号线鲁班路,地铁,0.00,非优惠
2002615364,2015-04-01,10:53:28,4号线鲁班路,地铁,2.00,优惠
2003947847,2015-04-01,07:14:07,6号线浦电路,地铁,4.00,非优惠
2003947847,2015-04-01,06:52:08,6号线五莲路,地铁,0.00,非优惠
2802756121,2015-04-01,20:55:51,1号线黄陂南路,地铁,0.00,非优惠
2802756121,2015-04-01,09:10:08,1号线黄陂南路,地铁,4.00,非优惠
2802756121,2015-04-01,21:19:37,1号线彭浦新村,地铁,4.00,非优惠
2802756121,2015-04-01,08:44:05,1号线彭浦新村,地铁,0.00,非优惠
2001913898,2015-04-01,14:51:39,2号线江苏路,地铁,3.00,非优惠
2001913898,2015-04-01,14:44:40,2号线静安寺,地铁,0.00,非优惠
2203658203,2015-04-01,15:30:46,1号线徐家汇,地铁,4.00,非优惠
2203658203,2015-04-01,15:18:01,1号线锦江乐园,地铁,0.00,非优惠
2104410710,2015-04-01,09:19:26,3号线镇坪路,地铁,4.00,非优惠
2104410710,2015-04-01,11:09:34,3号线中潭路,地铁,3.00,非优惠
2104410710,2015-04-01,10:19:22,3号线镇坪路,地铁,0.00,非优惠
2104410710,2015-04-01,14:40:47,3号线中潭路,地铁,0.00,非优惠
2104410710,2015-04-01,08:45:43,8号线耀华路,地铁,0.00,非优惠
2104410710,2015-04-01,15:15:08,8号线耀华路,地铁,4.00,非优惠
3001165847,2015-04-01,06:47:17,11号线嘉定北,地铁,0.00,非优惠
3001165847,2015-04-01,18:44:52,11号线嘉定北,地铁,5.00,优惠
3001165847,2015-04-01,07:36:06,3号线曹杨路,地铁,6.00,非优惠
3001165847,2015-04-01,18:00:07,11号线曹杨路,地铁,0.00,非优惠
102471333,2015-04-01,18:15:19,2号线北新泾,地铁,0.00,非优惠
102471333,2015-04-01,19:48:19,2号线陆家嘴,地铁,0.00,非优惠
102471333,2015-04-01,20:18:08,2号线北新泾,地铁,4.00,非优惠
102471333,2015-04-01,18:45:10,2号线陆家嘴,地铁,4.00,非优惠
2204018855,2015-04-01,18:21:56,9号线漕河泾开发区,地铁,0.00,非优惠
2204018855,2015-04-01,08:12:20,4号线杨树浦路,地铁,0.00,非优惠
2204018855,2015-04-01,18:56:28,9号线杨高中路,地铁,5.00,非优惠
2204018855,2015-04-01,09:01:11,9号线漕河泾开发区,地铁,4.00,优惠
2703448587,2015-04-01,18:55:26,1号线通河新村,地铁,4.00,非优惠
2703448587,2015-04-01,08:43:25,1号线中山北路,地铁,4.00,非优惠
2703448587,2015-04-01,18:33:53,1号线中山北路,地铁,0.00,非优惠
2703448587,2015-04-01,08:18:22,1号线通河新村,地铁,0.00,非优惠
2400774374,2015-04-01,18:28:09,9号线商城路,地铁,0.00,非优惠
2400774374,2015-04-01,18:56:36,7号线锦绣路,地铁,4.00,非优惠
2103039206,2015-04-01,16:55:43,7号线昌平路,地铁,4.00,非优惠
2103039206,2015-04-01,08:25:00,7号线昌平路,地铁,0.00,非优惠
2103039206,2015-04-01,16:29:58,6号线高科西路,地铁,0.00,非优惠
760244266,2015-04-01,13:19:58,1号线汶水路,地铁,0.00,非优惠
760244266,2015-04-01,16:04:09,3号线上海火车站,地铁,0.00,非优惠
760244266,2015-04-01,08:33:23,10号线航中路,地铁,0.00,非优惠
760244266,2015-04-01,15:59:18,1号线上海火车站,地铁,3.00,非优惠
760244266,2015-04-01,15:53:47,1号线汉中路,地铁,0.00,非优惠
760244266,2015-04-01,09:47:51,3号线大柏树,地铁,5.00,非优惠
760244266,2015-04-01,16:57:26,10号线航中路,地铁,2.00,非优惠
760244266,2015-04-01,13:39:11,1号线汉中路,地铁,3.00,非优惠
202362510,2015-04-01,19:04:22,7号线芳华路,地铁,3.00,非优惠
202362510,2015-04-01,08:19:52,2号线张江高科,地铁,3.00,非优惠
202362510,2015-04-01,08:03:53,7号线芳华路,地铁,0.00,非优惠
202362510,2015-04-01,18:45:41,2号线张江高科,地铁,0.00,非优惠
2502769239,2015-04-01,15:28:48,11号线三林,地铁,0.00,非优惠
2502769239,2015-04-01,16:09:46,11号线李子园路,地铁,5.00,非优惠
2502769239,2015-04-01,09:02:09,11号线李子园路,地铁,0.00,非优惠
2502769239,2015-04-01,09:40:22,11号线三林,地铁,4.00,优惠
2903601441,2015-04-01,12:51:16,2号线浦东国际机场,地铁,0.00,非优惠
2903601441,2015-04-01,14:33:38,10号线伊犁路,地铁,8.00,非优惠
3900327393,2015-04-01,12:10:09,3号线友谊路,地铁,5.00,非优惠
3900327393,2015-04-01,10:56:45,4号线南浦大桥,地铁,0.00,非优惠
2300270244,2015-04-01,18:26:19,1号线常熟路,地铁,3.00,非优惠
2300270244,2015-04-01,21:03:26,2号线龙阳路,地铁,4.00,非优惠
2300270244,2015-04-01,17:59:09,2号线娄山关路,地铁,0.00,非优惠
2300270244,2015-04-01,20:28:00,1号线陕西南路,地铁,0.00,非优惠
2300270244,2015-04-01,08:11:47,2号线娄山关路,地铁,5.00,非优惠
2300270244,2015-04-01,07:33:56,2号线龙阳路,地铁,0.00,非优惠
2903402460,2015-04-01,18:17:11,7号线静安寺,地铁,0.00,非优惠
2903402460,2015-04-01,21:19:23,7号线龙华中路,地铁,0.00,非优惠
2903402460,2015-04-01,21:50:31,2号线北新泾,地铁,4.00,非优惠
2903402460,2015-04-01,18:32:49,7号线龙华中路,地铁,3.00,非优惠
2903402460,2015-04-01,08:41:38,2号线静安寺,地铁,4.00,非优惠
2903402460,2015-04-01,08:22:19,2号线淞虹路,地铁,0.00,非优惠
2603403234,2015-04-01,08:40:24,8号线黄兴路,地铁,4.00,非优惠
2603403234,2015-04-01,10:13:56,8号线黄兴路,地铁,0.00,非优惠
2603403234,2015-04-01,07:50:19,2号线静安寺,地铁,0.00,非优惠
2603403234,2015-04-01,10:52:45,2号线静安寺,地铁,4.00,非优惠
2903680794,2015-04-01,09:12:47,11号线龙华,地铁,4.00,非优惠
2903680794,2015-04-01,08:32:18,3号线东宝兴路,地铁,0.00,非优惠
2903680794,2015-04-01,18:29:09,3号线东宝兴路,地铁,4.00,非优惠
2903680794,2015-04-01,17:47:33,11号线龙华,地铁,0.00,非优惠
502029791,2015-04-01,19:25:57,1号线呼兰路,地铁,2.00,非优惠
502029791,2015-04-01,08:41:37,10号线伊犁路,地铁,0.00,非优惠
502029791,2015-04-01,08:20:57,1号线陕西南路,地铁,5.00,非优惠
502029791,2015-04-01,08:26:58,10号线陕西南路,地铁,0.00,非优惠
502029791,2015-04-01,07:43:16,1号线呼兰路,地铁,0.00,非优惠
502029791,2015-04-01,18:43:07,10号线陕西南路,地铁,3.00,非优惠
502029791,2015-04-01,18:30:57,10号线伊犁路,地铁,0.00,非优惠
502029791,2015-04-01,18:50:45,1号线陕西南路,地铁,0.00,非优惠
2102804866,2015-04-01,09:05:38,3号线上海火车站,地铁,3.00,非优惠
2102804866,2015-04-01,08:53:40,10号线海伦路,地铁,0.00,非优惠
2102804866,2015-04-01,18:45:55,10号线海伦路,地铁,3.00,非优惠
2102804866,2015-04-01,18:34:46,3号线上海火车站,地铁,0.00,非优惠
2304329117,2015-04-01,09:13:58,4号线浦电路,地铁,3.00,优惠
2304329117,2015-04-01,18:20:49,4号线浦电路,地铁,0.00,非优惠
2304329117,2015-04-01,08:47:11,4号线上海体育馆,地铁,0.00,非优惠
2304329117,2015-04-01,18:50:40,9号线徐家汇,地铁,4.00,非优惠
502734942,2015-04-01,09:25:08,1号线陕西南路,地铁,4.00,非优惠
502734942,2015-04-01,20:09:05,1号线陕西南路,地铁,0.00,非优惠
502734942,2015-04-01,20:29:48,1号线延长路,地铁,4.00,非优惠
502734942,2015-04-01,09:04:49,1号线延长路,地铁,0.00,非优惠
2302743932,2015-04-01,21:47:44,7号线锦绣路,地铁,0.00,非优惠
2302743932,2015-04-01,22:13:46,2号线广兰路,地铁,4.00,非优惠
401893584,2015-04-01,17:47:42,9号线徐家汇,地铁,0.00,非优惠
401893584,2015-04-01,18:10:33,4号线世纪大道,地铁,4.00,非优惠
401893584,2015-04-01,08:43:00,5号线东川路,地铁,7.00,非优惠
401893584,2015-04-01,18:26:00,4号线世纪大道,地铁,0.00,非优惠
401893584,2015-04-01,18:41:02,2号线张江高科,地铁,4.00,非优惠
401893584,2015-04-01,07:19:38,2号线张江高科,地铁,0.00,非优惠
3102334179,2015-04-01,15:27:25,8号线成山路,地铁,0.00,非优惠
3102334179,2015-04-01,15:58:20,8号线沈杜公路,地铁,4.00,非优惠
3102334179,2015-04-01,07:58:47,8号线成山路,地铁,3.00,优惠
3102334179,2015-04-01,07:29:49,8号线沈杜公路,地铁,0.00,非优惠
2402808433,2015-04-01,22:47:24,4号线世纪大道,地铁,4.00,非优惠
2402808433,2015-04-01,22:28:19,2号线静安寺,地铁,0.00,非优惠
3900004409,2015-04-01,12:40:52,10号线水城路,地铁,5.00,非优惠
3900004409,2015-04-01,21:18:32,10号线水城路,地铁,0.00,非优惠
3900004409,2015-04-01,11:57:58,11号线南翔,地铁,0.00,非优惠
3900004409,2015-04-01,22:06:23,11号线南翔,地铁,5.00,非优惠
100719450,2015-04-01,11:34:30,1号线黄陂南路,地铁,5.00,非优惠
100719450,2015-04-01,10:52:47,8号线芦恒路,地铁,0.00,非优惠
2901786790,2015-04-01,18:43:40,2号线广兰路,地铁,4.00,优惠
2901786790,2015-04-01,08:09:00,9号线漕河泾开发区,地铁,4.00,优惠
2901786790,2015-04-01,07:20:15,2号线广兰路,地铁,0.00,非优惠
2901786790,2015-04-01,17:49:51,9号线漕河泾开发区,地铁,0.00,非优惠
2103251118,2015-04-01,09:05:27,4号线浦东大道,地铁,3.00,非优惠
2103251118,2015-04-01,08:51:40,4号线蓝村路,地铁,0.00,非优惠
2103251118,2015-04-01,18:43:13,4号线浦东大道,地铁,0.00,非优惠
2103251118,2015-04-01,18:55:05,4号线蓝村路,地铁,3.00,非优惠
2901590684,2015-04-01,15:54:07,2号线东昌路,地铁,5.00,非优惠
2901590684,2015-04-01,05:39:07,2号线东昌路,地铁,0.00,非优惠
2901590684,2015-04-01,06:20:33,2号线虹桥火车站,地铁,5.00,非优惠
2901590684,2015-04-01,15:09:10,2号线虹桥火车站,地铁,0.00,非优惠
3102467959,2015-04-01,10:28:40,2号线中山公园,地铁,0.00,非优惠
3102467959,2015-04-01,10:42:42,7号线常熟路,地铁,3.00,非优惠
301715359,2015-04-01,18:33:28,2号线陆家嘴,地铁,0.00,非优惠
301715359,2015-04-01,19:06:17,8号线鞍山新村,地铁,4.00,非优惠
3002834156,2015-04-01,17:10:09,1号线徐家汇,地铁,0.00,非优惠
3002834156,2015-04-01,07:32:10,9号线徐家汇,地铁,5.00,非优惠
3002834156,2015-04-01,06:59:38,11号线南翔,地铁,0.00,非优惠
3002834156,2015-04-01,17:54:33,11号线南翔,地铁,5.00,非优惠
3102882150,2015-04-01,18:08:37,7号线镇坪路,地铁,4.00,非优惠
3102882150,2015-04-01,17:39:35,3号线大柏树,地铁,0.00,非优惠
2803304204,2015-04-01,08:13:15,9号线松江体育中心,地铁,6.00,非优惠
2803304204,2015-04-01,07:27:51,9号线桂林路,地铁,0.00,非优惠
2802593675,2015-04-01,09:05:15,9号线洞泾,地铁,5.00,优惠
2802593675,2015-04-01,15:18:07,7号线长清路,地铁,5.00,优惠
2802593675,2015-04-01,08:18:08,9号线打浦桥,地铁,0.00,非优惠
2802593675,2015-04-01,14:17:26,9号线洞泾,地铁,0.00,非优惠
3002384445,2015-04-01,18:14:55,8号线人民广场,地铁,0.00,非优惠
3002384445,2015-04-01,07:56:49,11号线桃浦新村,地铁,0.00,非优惠
3002384445,2015-04-01,18:38:03,1号线彭浦新村,地铁,4.00,非优惠
3002384445,2015-04-01,08:47:50,2号线南京东路,地铁,4.00,非优惠
3001089600,2015-04-01,08:39:44,1号线彭浦新村,地铁,0.00,非优惠
3001089600,2015-04-01,17:53:49,1号线彭浦新村,地铁,4.00,非优惠
3001089600,2015-04-01,14:37:08,2号线广兰路,地铁,0.00,非优惠
3001089600,2015-04-01,15:05:38,2号线东昌路,地铁,4.00,非优惠
3001089600,2015-04-01,17:10:49,2号线东昌路,地铁,0.00,非优惠
3001089600,2015-04-01,09:41:36,2号线金科路,地铁,5.00,非优惠
2900086514,2015-04-01,18:17:38,10号线交通大学,地铁,0.00,非优惠
2900086514,2015-04-01,08:19:52,2号线北新泾,地铁,0.00,非优惠
2900086514,2015-04-01,08:43:25,10号线交通大学,地铁,4.00,非优惠
2900086514,2015-04-01,18:45:54,2号线北新泾,地铁,4.00,非优惠
2301960107,2015-04-01,09:01:50,2号线虹桥2号航站楼,地铁,0.00,非优惠
2303967644,2015-04-01,12:10:54,4号线塘桥,地铁,4.00,非优惠
2303967644,2015-04-01,11:00:32,3号线延安西路,地铁,0.00,非优惠
3101731192,2015-04-01,11:50:23,2号线张江高科,地铁,0.00,非优惠
3101731192,2015-04-01,12:04:50,4号线世纪大道,地铁,3.00,优惠
2301631218,2015-04-01,19:26:06,1号线宝安公路,地铁,6.00,非优惠
2301631218,2015-04-01,18:18:27,2号线淞虹路,地铁,0.00,非优惠
2301631218,2015-04-01,08:53:37,2号线淞虹路,地铁,6.00,非优惠
2301631218,2015-04-01,07:36:10,1号线宝安公路,地铁,0.00,非优惠
3800189847,2015-04-01,15:27:12,2号线南京西路,地铁,5.00,非优惠
3800189847,2015-04-01,19:54:22,2号线江苏路,地铁,0.00,非优惠
3800189847,2015-04-01,20:26:31,2号线徐泾东,地铁,4.00,非优惠
3800189847,2015-04-01,14:53:51,2号线徐泾东,地铁,0.00,非优惠
2204076047,2015-04-01,15:23:20,8号线曲阜路,地铁,4.00,非优惠
2204076047,2015-04-01,08:17:31,8号线曲阜路,地铁,0.00,非优惠
2204076047,2015-04-01,08:35:31,8号线江浦路,地铁,4.00,非优惠
2204076047,2015-04-01,15:04:18,8号线江浦路,地铁,0.00,非优惠
3003403353,2015-04-01,19:19:30,3号线石龙路,地铁,3.00,非优惠
3003403353,2015-04-01,19:07:57,3号线宜山路,地铁,0.00,非优惠
3003403353,2015-04-01,16:50:47,1号线上海南站,地铁,0.00,非优惠
3003403353,2015-04-01,17:13:17,3号线宜山路,地铁,3.00,非优惠
2300669751,2015-04-01,10:42:34,8号线芦恒路,地铁,4.00,非优惠
2300669751,2015-04-01,10:12:54,11号线浦三路,地铁,0.00,非优惠
3800123312,2015-04-01,18:54:04,2号线静安寺,地铁,3.00,非优惠
3800123312,2015-04-01,08:22:29,2号线静安寺,地铁,0.00,非优惠
3800123312,2015-04-01,18:31:27,10号线豫园,地铁,0.00,非优惠
3800123312,2015-04-01,08:43:42,10号线豫园,地铁,3.00,非优惠
2204004527,2015-04-01,07:38:37,9号线洞泾,地铁,4.00,非优惠
2204004527,2015-04-01,11:55:15,9号线洞泾,地铁,0.00,非优惠
2204004527,2015-04-01,12:07:54,9号线松江体育中心,地铁,4.00,非优惠
2204004527,2015-04-01,07:25:25,9号线松江体育中心,地铁,0.00,非优惠
3103456276,2015-04-01,18:12:38,4号线鲁班路,地铁,0.00,非优惠
3103456276,2015-04-01,08:41:24,4号线鲁班路,地铁,4.00,非优惠
3103456276,2015-04-01,18:30:51,3号线虹桥路,地铁,4.00,非优惠
3103456276,2015-04-01,08:23:19,3号线虹桥路,地铁,0.00,非优惠
2303069982,2015-04-01,08:39:42,1号线徐家汇,地铁,0.00,非优惠
2303069982,2015-04-01,11:40:58,2号线南京西路,地铁,0.00,非优惠
2303069982,2015-04-01,12:13:50,2号线虹桥火车站,地铁,5.00,非优惠
2303069982,2015-04-01,09:11:19,2号线南京西路,地铁,3.00,非优惠
2004461287,2015-04-01,17:06:24,3号线赤峰路,地铁,0.00,非优惠
2004461287,2015-04-01,07:00:04,2号线威宁路,地铁,0.00,非优惠
2004461287,2015-04-01,07:37:44,3号线赤峰路,地铁,4.00,非优惠
2004461287,2015-04-01,17:45:52,2号线威宁路,地铁,4.00,非优惠
3103156127,2015-04-01,07:11:02,6号线博兴路,地铁,3.00,非优惠
3103156127,2015-04-01,07:00:42,6号线北洋泾路,地铁,0.00,非优惠
2603532159,2015-04-01,19:33:01,7号线昌平路,地铁,0.00,非优惠
2603532159,2015-04-01,19:57:31,8号线耀华路,地铁,4.00,非优惠
2603532159,2015-04-01,08:53:50,8号线耀华路,地铁,0.00,非优惠
2603532159,2015-04-01,09:16:22,7号线昌平路,地铁,4.00,非优惠
301970758,2015-04-01,16:52:01,8号线西藏北路,地铁,0.00,非优惠
301970758,2015-04-01,18:00:32,2号线川沙,地铁,6.00,非优惠
3103754514,2015-04-01,17:15:39,1号线上海南站,地铁,3.00,非优惠
3103754514,2015-04-01,16:51:30,4号线大木桥路 ,地铁,0.00,非优惠
3001106937,2015-04-01,12:42:03,4号线南浦大桥,地铁,4.00,非优惠
3001106937,2015-04-01,07:03:13,4号线南浦大桥,地铁,0.00,非优惠
3001106937,2015-04-01,07:37:33,13号线金沙江路,地铁,4.00,非优惠
3001106937,2015-04-01,12:05:52,13号线金沙江路,地铁,0.00,非优惠
3003096879,2015-04-01,18:14:19,3号线虹桥路,地铁,0.00,非优惠
3003096879,2015-04-01,08:53:34,3号线虹桥路,地铁,3.00,优惠
3003096879,2015-04-01,08:17:30,1号线莘庄,地铁,0.00,非优惠
3003096879,2015-04-01,18:56:50,1号线莘庄,地铁,4.00,非优惠
2302503260,2015-04-01,18:43:36,2号线虹桥2号航站楼,地铁,0.00,非优惠
2302503260,2015-04-01,19:03:13,2号线威宁路,地铁,4.00,非优惠
2203495349,2015-04-01,17:33:36,9号线杨高中路,地铁,0.00,非优惠
2203495349,2015-04-01,18:08:06,4号线上海体育场,地铁,4.00,非优惠
2203495349,2015-04-01,08:18:06,4号线上海体育场,地铁,0.00,非优惠
2203495349,2015-04-01,08:47:50,9号线杨高中路,地铁,4.00,非优惠
3650071664,2015-04-01,11:26:38,3号线上海火车站,地铁,4.00,非优惠
3650071664,2015-04-01,11:40:49,1号线延长路,地铁,1.00,非优惠
3650071664,2015-04-01,14:28:53,3号线上海火车站,地铁,0.00,非优惠
3650071664,2015-04-01,15:36:25,13号线金运路,地铁,4.00,非优惠
3650071664,2015-04-01,15:16:47,13号线金沙江路,地铁,0.00,非优惠
3650071664,2015-04-01,14:46:22,13号线金沙江路,地铁,1.00,非优惠
3650071664,2015-04-01,11:33:11,1号线上海火车站,地铁,0.00,非优惠
3650071664,2015-04-01,14:04:42,1号线延长路,地铁,0.00,非优惠
3650071664,2015-04-01,14:20:42,1号线上海火车站,地铁,3.00,非优惠
3650071664,2015-04-01,10:42:52,13号线金运路,地铁,0.00,非优惠
2803385036,2015-04-01,18:03:26,2号线虹桥2号航站楼,地铁,0.00,非优惠
2803385036,2015-04-01,18:20:51,2号线威宁路,地铁,4.00,非优惠
2701300963,2015-04-01,07:10:51,6号线外高桥保税区北,地铁,0.00,非优惠
2701300963,2015-04-01,08:04:13,4号线鲁班路,地铁,5.00,非优惠
2701300963,2015-04-01,17:15:47,4号线鲁班路,地铁,0.00,非优惠
2701300963,2015-04-01,18:24:27,6号线港城路,地铁,6.00,非优惠
2102771117,2015-04-01,19:46:40,5号线闵行开发区,地铁,6.00,非优惠
2102771117,2015-04-01,08:32:38,7号线昌平路,地铁,6.00,非优惠
2102771117,2015-04-01,18:35:00,7号线昌平路,地铁,0.00,非优惠
2102771117,2015-04-01,07:19:23,5号线闵行开发区,地铁,0.00,非优惠
2702440254,2015-04-01,08:40:50,1号线外环路,地铁,0.00,非优惠
2702440254,2015-04-01,09:00:59,1号线徐家汇,地铁,4.00,非优惠
2901648288,2015-04-01,08:34:55,4号线大木桥路 ,地铁,6.00,非优惠
2901648288,2015-04-01,16:37:52,9号线七宝,地铁,4.00,非优惠
2901648288,2015-04-01,16:06:26,4号线大木桥路 ,地铁,0.00,非优惠
2901648288,2015-04-01,17:38:40,9号线佘山,地铁,4.00,非优惠
2901648288,2015-04-01,16:55:10,9号线七宝,地铁,0.00,非优惠
2901648288,2015-04-01,07:30:19,9号线佘山,地铁,0.00,非优惠
3003585163,2015-04-01,16:05:19,2号线广兰路,地铁,6.00,非优惠
3003585163,2015-04-01,15:04:59,2号线虹桥火车站,地铁,0.00,非优惠
3003003350,2015-04-01,15:09:30,4号线杨树浦路,地铁,3.00,非优惠
3003003350,2015-04-01,15:00:08,4号线世纪大道,地铁,0.00,非优惠
500973498,2015-04-01,15:51:40,11号线上海西站,地铁,4.00,优惠
500973498,2015-04-01,12:53:40,11号线嘉定北,地铁,4.00,优惠
500973498,2015-04-01,15:13:22,11号线嘉定北,地铁,0.00,非优惠
500973498,2015-04-01,12:06:42,11号线上海西站,地铁,0.00,非优惠
2903419351,2015-04-01,18:20:44,1号线人民广场,地铁,0.00,非优惠
2903419351,2015-04-01,07:25:00,1号线人民广场,地铁,4.00,非优惠
2903419351,2015-04-01,07:03:57,2号线娄山关路,地铁,0.00,非优惠
2903419351,2015-04-01,18:40:57,2号线娄山关路,地铁,4.00,非优惠
501232690,2015-04-01,09:43:30,2号线虹桥火车站,地铁,5.00,非优惠
501232690,2015-04-01,17:13:49,8号线老西门,地铁,3.00,非优惠
501232690,2015-04-01,17:03:00,10号线上海图书馆,地铁,0.00,非优惠
501232690,2015-04-01,09:06:57,8号线老西门,地铁,0.00,非优惠
2203260420,2015-04-01,09:17:06,1号线上海火车站,地铁,4.00,非优惠
2203260420,2015-04-01,08:59:55,1号线彭浦新村,地铁,0.00,非优惠
2203260420,2015-04-01,18:41:00,1号线上海火车站,地铁,0.00,非优惠
2203260420,2015-04-01,18:57:26,1号线彭浦新村,地铁,4.00,非优惠
2702423070,2015-04-01,15:26:15,2号线广兰路,地铁,0.00,非优惠
2702423070,2015-04-01,09:23:58,8号线人民广场,地铁,3.00,非优惠
2702423070,2015-04-01,09:06:12,4号线世纪大道,地铁,0.00,非优惠
2702423070,2015-04-01,15:48:24,4号线世纪大道,地铁,4.00,非优惠
2101189893,2015-04-01,10:19:02,2号线东昌路,地铁,0.00,非优惠
2101189893,2015-04-01,10:47:57,3号线中山公园,地铁,4.00,非优惠
2700538355,2015-04-01,17:44:52,10号线交通大学,地铁,0.00,非优惠
2700538355,2015-04-01,18:23:20,11号线马陆,地铁,5.00,非优惠
2700538355,2015-04-01,08:48:52,10号线交通大学,地铁,4.00,优惠
2700538355,2015-04-01,08:13:14,11号线马陆,地铁,0.00,非优惠
740687349,2015-04-01,12:48:43,1号线漕宝路,地铁,0.00,非优惠
740687349,2015-04-01,13:35:58,5号线东川路,地铁,5.00,非优惠
740687349,2015-04-01,17:31:54,5号线东川路,地铁,0.00,非优惠
740687349,2015-04-01,18:32:21,8号线西藏南路,地铁,6.00,非优惠
2603020176,2015-04-01,12:25:43,4号线东安路,地铁,3.00,非优惠
2603020176,2015-04-01,12:12:51,7号线昌平路,地铁,0.00,非优惠
501295574,2015-04-01,20:11:44,2号线静安寺,地铁,0.00,非优惠
501295574,2015-04-01,10:23:21,2号线静安寺,地铁,4.00,非优惠
501295574,2015-04-01,10:08:42,2号线威宁路,地铁,0.00,非优惠
501295574,2015-04-01,20:25:43,2号线威宁路,地铁,4.00,非优惠
