消息序列	级别	类型	发布区间数	发布区域	开始时间	结束时间	发布内容	MESSAGE_TARGET	PERIOD_FLAG	影响时间	延误日期	范围类型(1车站，3方向，4区间)	事发时间（小时）	事发时间（分钟）	开始站点	结束站点	范围的描述	ERROR_REASON	ERROR_STATUS	线路编号	三色状态（1为绿，2为黄，3为红）		
2019773	COCC级	0013 	1	1143	2014/5/14 7:53:47	2014/5/14 7:58:47		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	7	53	祁连山路	真如	祁连山路往真如方向	车门故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2019772	COCC级	0013 	1	1142	2014/5/14 7:53:47	2014/5/14 7:58:47		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	7	53	祁连山路	真如	祁连山路往真如方向	车门故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2019849	COCC级	0013 	1	1140	2014/5/14 8:01:41	2014/5/14 8:31:41	上海地铁运营信息：目前上海地铁11号线因车门故障，祁连山路往真如方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	10分钟以上	2014-0524	3	8	1	祁连山路	真如	祁连山路往真如方向	车门故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2019848	COCC级	0013 	4	1140114111421143	2014/5/14 8:01:41	2014/5/14 8:31:41	上海地铁运营信息：目前上海地铁11号线因车门故障，祁连山路往真如方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	10分钟以上	2014-0524	3	8	1	祁连山路	真如	祁连山路往真如方向	车门故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2019850	COCC级	0013 	1	1141	2014/5/14 8:01:41	2014/5/14 8:31:41	上海地铁运营信息：目前上海地铁11号线因车门故障，祁连山路往真如方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	10分钟以上	2014-0524	3	8	1	祁连山路	真如	祁连山路往真如方向	车门故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2019852	COCC级	0013 	1	1143	2014/5/14 8:01:41	2014/5/14 8:31:41	上海地铁运营信息：目前上海地铁11号线因车门故障，祁连山路往真如方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	10分钟以上	2014-0524	3	8	1	祁连山路	真如	祁连山路往真如方向	车门故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2019851	COCC级	0013 	1	1142	2014/5/14 8:01:41	2014/5/14 8:31:41	上海地铁运营信息：目前上海地铁11号线因车门故障，祁连山路往真如方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	10分钟以上	2014-0524	3	8	1	祁连山路	真如	祁连山路往真如方向	车门故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2019859	COCC级	0013 	1	1142	2014/5/14 8:03:07	2014/5/14 8:08:07		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0524	3	8	3	祁连山路	真如	祁连山路往真如方向	车门故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2019860	COCC级	0013 	1	1143	2014/5/14 8:03:07	2014/5/14 8:08:07		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0524	3	8	3	祁连山路	真如	祁连山路往真如方向	车门故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2019858	COCC级	0013 	1	1141	2014/5/14 8:03:07	2014/5/14 8:08:07		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0524	3	8	3	祁连山路	真如	祁连山路往真如方向	车门故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2019856	COCC级	0013 	4	1140114111421143	2014/5/14 8:03:07	2014/5/14 8:08:07	上海地铁运营信息：目前11号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0524	3	8	3	祁连山路	真如	祁连山路往真如方向	车门故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2019857	COCC级	0013 	1	1140	2014/5/14 8:03:07	2014/5/14 8:08:07		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0524	3	8	3	祁连山路	真如	祁连山路往真如方向	车门故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2020041	COCC级	0013 	1	0640	2014/5/14 8:47:26	2014/5/14 8:52:26		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	8	47	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2020042	COCC级	0013 	1	0639	2014/5/14 8:47:26	2014/5/14 8:52:26		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	8	47	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2020039	COCC级	0013 	1	0642	2014/5/14 8:47:26	2014/5/14 8:52:26		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	8	47	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2020040	COCC级	0013 	1	0641	2014/5/14 8:47:26	2014/5/14 8:52:26		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	8	47	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2020043	COCC级	0013 	1	0638	2014/5/14 8:47:26	2014/5/14 8:52:26		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	8	47	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2020049	COCC级	0013 	1	0326	2014/5/14 8:47:27	2014/5/14 8:52:27		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	8	47	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020048	COCC级	0013 	1	0327	2014/5/14 8:47:27	2014/5/14 8:52:27		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	8	47	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020051	COCC级	0013 	1	0324	2014/5/14 8:47:27	2014/5/14 8:52:27		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	8	47	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020050	COCC级	0013 	1	0325	2014/5/14 8:47:27	2014/5/14 8:52:27		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	8	47	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020045	COCC级	0013 	1	0330	2014/5/14 8:47:27	2014/5/14 8:52:27		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	8	47	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020044	COCC级	0013 	1	0331	2014/5/14 8:47:27	2014/5/14 8:52:27		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	8	47	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020047	COCC级	0013 	1	0328	2014/5/14 8:47:27	2014/5/14 8:52:27		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	8	47	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020046	COCC级	0013 	1	0329	2014/5/14 8:47:27	2014/5/14 8:52:27		TF0002,MX0001,B00000,IP0001	1		2014-0524	3	8	47	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020078	COCC级	0013 	1	0111	2014/5/14 8:47:40	2014/5/14 8:52:40	 	TF0002,MX0001,B00000,IP0001	1		2014-0524	1	8	47	莘庄	莘庄	莘庄	！客流量大	目前已采取进站限流措施	01	1		
2020081	COCC级	0013 	1	0131	2014/5/14 8:47:44	2014/5/14 8:52:44	 	TF0002,MX0001,B00000,IP0001	1		2014-0524	1	8	47	彭浦新村	彭浦新村	彭浦新村	！客流量大	目前已采取进站限流措施	01	1		
2019602	COCC级	0013 	1	1321	2014/5/14 23:58:24	2014/5/15 0:03:24	上海地铁提示信息：请乘客们配合安检、不越黄线、嘀声勿闯、先下后上、有序上车，共同营造上海地铁文明、安全的乘车环境。	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0524	1	6	28	金运路	金运路	金运路	！客流量大		13	2		
2020262	COCC级	0013 	1	1321	2014/5/14 23:58:54	2014/5/15 0:03:54	上海地铁运营信息：23时56分13号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001	1		2014-0524	1	23	58	金运路	金运路	金运路	！客流量大		13	1		
2020414	COCC级	0013 	1	0639	2014/5/15 7:10:17	2014/5/15 8:30:17	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	3	7	10	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2020412	COCC级	0013 	1	0641	2014/5/15 7:10:17	2014/5/15 8:30:17	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	3	7	10	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2020415	COCC级	0013 	1	0638	2014/5/15 7:10:17	2014/5/15 8:30:17	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	3	7	10	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2020413	COCC级	0013 	1	0640	2014/5/15 7:10:17	2014/5/15 8:30:17	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	3	7	10	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2020411	COCC级	0013 	1	0642	2014/5/15 7:10:17	2014/5/15 8:30:17	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	3	7	10	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2020424	COCC级	0013 	1	0111	2014/5/15 7:30:17	2014/5/15 8:30:17	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	1	7	30	莘庄	莘庄	莘庄	！客流量大	目前已采取进站限流措施	01	2		
2020425	COCC级	0013 	1	0131	2014/5/15 7:45:17	2014/5/15 8:30:17	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	1	7	45	彭浦新村	彭浦新村	彭浦新村	！客流量大	目前已采取进站限流措施	01	2		
2020650	COCC级	0013 	1	1144	2014/5/15 8:10:37	2014/5/15 8:50:37	上海地铁运营信息：目前上海地铁11号线因车辆故障，江苏路往真如列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	5分钟以上	2014-0525	3	8	10	江苏路	真如	江苏路往真如方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2020651	COCC级	0013 	1	1143	2014/5/15 8:10:37	2014/5/15 8:50:37	上海地铁运营信息：目前上海地铁11号线因车辆故障，江苏路往真如列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	5分钟以上	2014-0525	3	8	10	江苏路	真如	江苏路往真如方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2020647	COCC级	0013 	1	1147	2014/5/15 8:10:37	2014/5/15 8:50:37	上海地铁运营信息：目前上海地铁11号线因车辆故障，江苏路往真如列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	5分钟以上	2014-0525	3	8	10	江苏路	真如	江苏路往真如方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2020646	COCC级	0013 	5	11471146114511441143	2014/5/15 8:10:37	2014/5/15 8:50:37	上海地铁运营信息：目前上海地铁11号线因车辆故障，江苏路往真如列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	5分钟以上	2014-0525	3	8	10	江苏路	真如	江苏路往真如方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2020649	COCC级	0013 	1	1145	2014/5/15 8:10:37	2014/5/15 8:50:37	上海地铁运营信息：目前上海地铁11号线因车辆故障，江苏路往真如列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	5分钟以上	2014-0525	3	8	10	江苏路	真如	江苏路往真如方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2020648	COCC级	0013 	1	1146	2014/5/15 8:10:37	2014/5/15 8:50:37	上海地铁运营信息：目前上海地铁11号线因车辆故障，江苏路往真如列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	5分钟以上	2014-0525	3	8	10	江苏路	真如	江苏路往真如方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2020705	COCC级	0013 	5	11471146114511441143	2014/5/15 8:27:10	2014/5/15 8:32:10	上海地铁运营信息：目前11号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0525	3	8	27	江苏路	真如	江苏路往真如方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2020710	COCC级	0013 	1	1143	2014/5/15 8:27:11	2014/5/15 8:32:11		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0525	3	8	27	江苏路	真如	江苏路往真如方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2020709	COCC级	0013 	1	1144	2014/5/15 8:27:11	2014/5/15 8:32:11		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0525	3	8	27	江苏路	真如	江苏路往真如方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2020708	COCC级	0013 	1	1145	2014/5/15 8:27:11	2014/5/15 8:32:11		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0525	3	8	27	江苏路	真如	江苏路往真如方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2020706	COCC级	0013 	1	1147	2014/5/15 8:27:11	2014/5/15 8:32:11		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0525	3	8	27	江苏路	真如	江苏路往真如方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2020707	COCC级	0013 	1	1146	2014/5/15 8:27:11	2014/5/15 8:32:11		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0525	3	8	27	江苏路	真如	江苏路往真如方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2020418	COCC级	0013 	1	0329	2014/5/15 8:59:24	2014/5/15 9:04:24	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2020417	COCC级	0013 	1	0330	2014/5/15 8:59:24	2014/5/15 9:04:24	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2020416	COCC级	0013 	1	0331	2014/5/15 8:59:24	2014/5/15 9:04:24	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2020422	COCC级	0013 	1	0325	2014/5/15 8:59:24	2014/5/15 9:04:24	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2020423	COCC级	0013 	1	0324	2014/5/15 8:59:24	2014/5/15 9:04:24	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2020421	COCC级	0013 	1	0326	2014/5/15 8:59:24	2014/5/15 9:04:24	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2020419	COCC级	0013 	1	0328	2014/5/15 8:59:24	2014/5/15 9:04:24	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2020420	COCC级	0013 	1	0327	2014/5/15 8:59:24	2014/5/15 9:04:24	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0525	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2020807	COCC级	0013 	1	0326	2014/5/15 8:59:54	2014/5/15 9:04:54		TF0002,MX0001,B00000,IP0001	1		2014-0525	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020806	COCC级	0013 	1	0327	2014/5/15 8:59:54	2014/5/15 9:04:54		TF0002,MX0001,B00000,IP0001	1		2014-0525	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020809	COCC级	0013 	1	0324	2014/5/15 8:59:54	2014/5/15 9:04:54		TF0002,MX0001,B00000,IP0001	1		2014-0525	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020808	COCC级	0013 	1	0325	2014/5/15 8:59:54	2014/5/15 9:04:54		TF0002,MX0001,B00000,IP0001	1		2014-0525	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020803	COCC级	0013 	1	0330	2014/5/15 8:59:54	2014/5/15 9:04:54		TF0002,MX0001,B00000,IP0001	1		2014-0525	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020802	COCC级	0013 	1	0331	2014/5/15 8:59:54	2014/5/15 9:04:54		TF0002,MX0001,B00000,IP0001	1		2014-0525	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020805	COCC级	0013 	1	0328	2014/5/15 8:59:54	2014/5/15 9:04:54		TF0002,MX0001,B00000,IP0001	1		2014-0525	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020804	COCC级	0013 	1	0329	2014/5/15 8:59:54	2014/5/15 9:04:54		TF0002,MX0001,B00000,IP0001	1		2014-0525	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2020911	COCC级	0013 	1	0417	2014/5/15 15:45:42	2014/5/15 16:15:42	上海地铁运营信息：目前上海地铁4号线因车辆故障，世纪大道往蓝村路方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	2	5分钟以上	2014-0525	3	15	45	世纪大道	蓝村路	世纪大道往蓝村路方向	车辆故障	列车限速运行，发车班次间隔延长	04	2		
2020912	COCC级	0013 	1	0418	2014/5/15 15:45:42	2014/5/15 16:15:42	上海地铁运营信息：目前上海地铁4号线因车辆故障，世纪大道往蓝村路方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	2	5分钟以上	2014-0525	3	15	45	世纪大道	蓝村路	世纪大道往蓝村路方向	车辆故障	列车限速运行，发车班次间隔延长	04	2		
2020913	COCC级	0013 	1	0419	2014/5/15 15:45:42	2014/5/15 16:15:42	上海地铁运营信息：目前上海地铁4号线因车辆故障，世纪大道往蓝村路方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	2	5分钟以上	2014-0525	3	15	45	世纪大道	蓝村路	世纪大道往蓝村路方向	车辆故障	列车限速运行，发车班次间隔延长	04	2		
2020910	COCC级	0013 	3	041704180419	2014/5/15 15:45:42	2014/5/15 16:15:42	上海地铁运营信息：目前上海地铁4号线因车辆故障，世纪大道往蓝村路方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	2	5分钟以上	2014-0525	3	15	45	世纪大道	蓝村路	世纪大道往蓝村路方向	车辆故障	列车限速运行，发车班次间隔延长	04	2		
2020925	COCC级	0013 	1	0417	2014/5/15 15:54:43	2014/5/15 15:59:43		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0525	3	15	54	世纪大道	蓝村路	世纪大道往蓝村路方向	车辆故障	列车限速运行，发车班次间隔延长	04	1		
2020926	COCC级	0013 	1	0418	2014/5/15 15:54:43	2014/5/15 15:59:43		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0525	3	15	54	世纪大道	蓝村路	世纪大道往蓝村路方向	车辆故障	列车限速运行，发车班次间隔延长	04	1		
2020927	COCC级	0013 	1	0419	2014/5/15 15:54:43	2014/5/15 15:59:43		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0525	3	15	54	世纪大道	蓝村路	世纪大道往蓝村路方向	车辆故障	列车限速运行，发车班次间隔延长	04	1		
2020924	COCC级	0013 	3	041704180419	2014/5/15 15:54:43	2014/5/15 15:59:43	上海地铁运营信息：4号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001,XC0001	1		2014-0525	3	15	54	世纪大道	蓝村路	世纪大道往蓝村路方向	车辆故障	列车限速运行，发车班次间隔延长	04	1		
2020377	COCC级	0013 	1	1321	2014/5/15 23:58:24	2014/5/16 0:03:24	上海地铁提示信息：请乘客们配合安检、不越黄线、嘀声勿闯、先下后上、有序上车，共同营造上海地铁文明、安全的乘车环境。	TF0002,MX0001,B00000,IP0001	1		2014-0525	1	6	28	金运路	金运路	金运路	！客流量大		13	2		
2021037	COCC级	0013 	1	1321	2014/5/15 23:58:54	2014/5/16 0:03:54	上海地铁运营信息：23时56分13号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001	1		2014-0525	1	23	58	金运路	金运路	金运路	！客流量大		13	1		
2021102	COCC级	0013 	1	0330	2014/5/16 8:39:24	2014/5/16 8:44:24		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0526	3	7	6	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2021101	COCC级	0013 	1	0331	2014/5/16 8:39:24	2014/5/16 8:44:24		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0526	3	7	6	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2021100	COCC级	0013 	1	0131	2014/5/16 8:39:24	2014/5/16 8:44:24		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0526	1	7	6	彭浦新村	彭浦新村	彭浦新村	！客流量大	目前已采取进站限流措施	01	2		
2021113	COCC级	0013 	1	0639	2014/5/16 8:39:24	2014/5/16 8:44:24		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0526	4	7	6	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2021112	COCC级	0013 	1	0638	2014/5/16 8:39:24	2014/5/16 8:44:24		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0526	4	7	6	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2021114	COCC级	0013 	1	0640	2014/5/16 8:39:24	2014/5/16 8:44:24		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0526	4	7	6	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2021116	COCC级	0013 	1	0642	2014/5/16 8:39:24	2014/5/16 8:44:24		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0526	4	7	6	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2021115	COCC级	0013 	1	0641	2014/5/16 8:39:24	2014/5/16 8:44:24		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0526	4	7	6	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2021108	COCC级	0013 	1	0324	2014/5/16 8:39:24	2014/5/16 8:44:24		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0526	3	7	6	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2021104	COCC级	0013 	1	0328	2014/5/16 8:39:24	2014/5/16 8:44:24		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0526	3	7	6	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2021103	COCC级	0013 	1	0329	2014/5/16 8:39:24	2014/5/16 8:44:24		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0526	3	7	6	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2021105	COCC级	0013 	1	0327	2014/5/16 8:39:24	2014/5/16 8:44:24		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0526	3	7	6	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2021107	COCC级	0013 	1	0325	2014/5/16 8:39:24	2014/5/16 8:44:24		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0526	3	7	6	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2021106	COCC级	0013 	1	0326	2014/5/16 8:39:24	2014/5/16 8:44:24		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-0526	3	7	6	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2021404	COCC级	0013 	1	0639	2014/5/16 8:39:54	2014/5/16 8:44:54		TF0002,MX0001,B00000,IP0001	1		2014-0526	4	8	39	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	1		
2021405	COCC级	0013 	1	0638	2014/5/16 8:39:54	2014/5/16 8:44:54		TF0002,MX0001,B00000,IP0001	1		2014-0526	4	8	39	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	1		
2021402	COCC级	0013 	1	0641	2014/5/16 8:39:54	2014/5/16 8:44:54		TF0002,MX0001,B00000,IP0001	1		2014-0526	4	8	39	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	1		
