ST_NO,"FIRST_T_TIME","LAST_T_TIME","DESTINATION","DRAWING_NO"
000314,"—","—","000402","2014_12_31_18_27_06"
000314,"—","—","040402","2014_12_31_11_20_30"
000314,"19928","81428","030339","2014_12_31_11_20_30"
000314,"19928","81428","030339","2014_12_31_11_52_07"
000314,"23171","84971","000311","2014_12_31_11_52_07"
000314,"—","—","000402","2014_12_31_18_25_05"
000314,"—","—","040402","2015_4_13_19_47_20"
000314,"19928","81428","030339","2014_12_31_11_50_06"
000314,"—","—","000402","2014_12_31_11_48_05"
000314,"—","—","000402","2014_12_31_11_52_07"
000314,"—","—","040402","2014_12_31_11_52_07"
000314,"19928","81428","030339","2014_12_31_18_27_06"
000314,"23171","84971","000311","2014_12_31_18_27_06"
000314,"22200","81000","000402","2015_2_17_14_30_13"
000314,"—","—","040402","2015_2_17_14_30_13"
000314,"23171","84971","000311","2014_12_31_11_50_06"
000314,"—","—","000402","2014_12_31_11_20_30"
000314,"—","—","040402","2014_12_31_18_27_06"
000314,"—","—","040402","2015_4_13_20_1_21"
000314,"19928","81428","030339","2015_4_13_20_1_21"
000314,"—","—","000402","2014_12_31_11_28_12"
000314,"—","—","040402","2014_12_31_11_28_12"
000314,"—","—","030339","2014_12_31_11_28_12"
000314,"27853","84511","000311","2014_12_31_11_28_12"
000314,"23171","84971","000311","2014_12_31_18_25_05"
000314,"—","—","000402","2014_12_31_11_50_06"
000314,"—","—","040402","2014_12_31_11_50_06"
000314,"—","—","040402","2014_12_31_11_48_05"
000314,"19928","81428","030339","2014_12_31_11_48_05"
000314,"23171","84971","000311","2014_12_31_11_48_05"
000314,"23171","84971","000311","2014_12_31_11_20_30"
000314,"23171","84971","000311","2015_4_13_20_1_21"
000314,"22200","81000","000402","2015_4_13_20_11_22"
000314,"27853","84511","000311","2015_2_17_14_32_15"
000314,"23171","84971","000311","2015_4_13_19_47_20"
000314,"22200","81000","000402","2015_4_13_19_47_20"
000314,"22228","81000","000402","2015_2_17_14_32_15"
000314,"—","—","040402","2015_2_17_14_32_15"
000314,"—","—","030339","2015_2_17_14_32_15"
000314,"—","—","040402","2014_12_31_18_25_05"
000314,"19928","81428","030339","2014_12_31_18_25_05"
000314,"23171","84971","000311","2015_4_13_20_11_22"
000314,"23171","84971","000311","2015_7_16_12_27_51"
000314,"23171","84971","000311","2015_7_16_12_29_52"
000314,"—","—","030339","2015_2_17_14_30_13"
000314,"25885","83295","000311","2015_2_17_14_30_13"
000314,"19928","81428","030339","2015_7_16_12_27_51"
000314,"19928","81428","000331","2015_7_16_12_27_51"
000314,"19928","81428","030339","2015_4_13_20_11_22"
000314,"19928","81428","030339","2015_4_13_19_47_20"
000314,"22228","81000","000402","2015_4_13_20_1_21"
000314,"19928","81428","030339","2015_7_16_12_29_52"
000314,"19928","81428","000331","2015_7_16_12_29_52"
000314,"—","—","040402","2015_4_13_20_11_22"
000315,"23018","84818","000311","2014_12_31_11_20_30"
000315,"—","—","040402","2014_12_31_11_48_05"
000315,"20073","81573","030339","2014_12_31_11_48_05"
000315,"20073","81573","030339","2014_12_31_11_50_06"
000315,"23018","84818","000311","2014_12_31_11_50_06"
000315,"—","—","000402","2014_12_31_11_20_30"
000315,"—","—","040402","2015_4_13_19_47_20"
000315,"—","—","040402","2014_12_31_11_20_30"
000315,"20073","81573","030339","2014_12_31_11_20_30"
000315,"23018","84818","000311","2014_12_31_11_48_05"
000315,"21467","82667","000918","2014_10_30_16_40_46"
000315,"—","—","040402","2014_12_31_18_27_06"
000315,"—","—","030339","2015_2_17_14_32_15"
000315,"27696","84354","000311","2015_2_17_14_32_15"
000315,"23018","84818","000311","2015_4_13_19_47_20"
000315,"—","—","000402","2014_12_31_11_50_06"
000315,"—","—","040402","2014_12_31_11_50_06"
000315,"22228","81000","000402","2015_2_17_14_32_15"
000315,"—","—","040402","2014_12_31_18_25_05"
000315,"20073","81573","030339","2014_12_31_18_25_05"
000315,"23018","84818","000311","2014_12_31_18_25_05"
000315,"—","—","000402","2014_12_31_18_27_06"
000315,"23018","84818","000311","2015_4_13_20_11_22"
000315,"20073","81573","030339","2014_12_31_18_27_06"
000315,"23018","84818","000311","2014_12_31_18_27_06"
000315,"—","—","030339","2015_2_17_14_30_13"
000315,"25732","83142","000311","2015_2_17_14_30_13"
000315,"22200","81000","000402","2015_4_13_19_47_20"
000315,"—","—","040402","2015_2_17_14_32_15"
000315,"—","—","000402","2014_12_31_18_25_05"
000315,"21477","81848","000943","2014_10_30_16_40_46"
000315,"—","—","000402","2014_12_31_11_48_05"
000315,"—","—","000402","2014_12_31_11_52_07"
000315,"—","—","040402","2014_12_31_11_52_07"
000315,"20073","81573","030339","2014_12_31_11_52_07"
000315,"23018","84818","000311","2014_12_31_11_52_07"
000315,"27696","84354","000311","2014_12_31_11_28_12"
000315,"—","—","000402","2014_12_31_11_28_12"
000315,"—","—","040402","2014_12_31_11_28_12"
000315,"22200","81000","000402","2015_2_17_14_30_13"
000315,"—","—","040402","2015_2_17_14_30_13"
000315,"—","—","040402","2015_4_13_20_11_22"
000315,"20073","81573","030339","2015_4_13_20_11_22"
000315,"20073","81573","030339","2015_4_13_19_47_20"
000315,"20073","81573","030339","2015_7_16_12_27_51"
000315,"20073","81573","000331","2015_7_16_12_27_51"
000315,"23018","84818","000311","2015_4_13_20_1_21"
000315,"—","—","040402","2015_4_13_20_1_21"
000315,"20073","81573","030339","2015_4_13_20_1_21"
000315,"—","—","030339","2014_12_31_11_28_12"
000315,"23018","84818","000311","2015_7_16_12_27_51"
000315,"23018","84818","000311","2015_7_16_12_29_52"
000315,"20073","81573","030339","2015_7_16_12_29_52"
000315,"20073","81573","000331","2015_7_16_12_29_52"
000315,"22228","81000","000402","2015_4_13_20_1_21"
000315,"22200","81000","000402","2015_4_13_20_11_22"
000316,"19966","81166","000402","2014_12_31_18_27_06"
000316,"20214","81714","030339","2014_12_31_18_27_06"
000316,"23214","84414","040402","2014_12_31_11_20_30"
000316,"20214","81714","030339","2014_12_31_11_20_30"
000316,"20214","81714","030339","2014_12_31_11_52_07"
000316,"22880","84680","000311","2014_12_31_11_52_07"
000316,"19966","81166","000402","2014_12_31_18_25_05"
000316,"23214","84414","040402","2015_4_13_19_47_20"
000316,"20214","81714","030339","2014_12_31_11_50_06"
000316,"19966","81166","000402","2014_12_31_11_48_05"
000316,"19966","81166","000402","2014_12_31_11_52_07"
000316,"23214","84414","040402","2014_12_31_11_52_07"
000316,"22880","84680","000311","2014_12_31_18_27_06"
000316,"20961","80397","001068","2014_10_30_16_47_21"
000316,"22432","81532","021005","2014_10_30_16_47_21"
000316,"19966","81166","000402","2015_2_17_14_30_13"
000316,"23214","84414","040402","2015_2_17_14_30_13"
000316,"22880","84680","000311","2014_12_31_11_50_06"
000316,"19966","81166","000402","2014_12_31_11_20_30"
000316,"23214","84414","040402","2014_12_31_18_27_06"
000316,"23214","84414","040402","2015_4_13_20_1_21"
000316,"20214","81714","030339","2015_4_13_20_1_21"
000316,"19966","81166","000402","2014_12_31_11_28_12"
000316,"23214","84414","040402","2014_12_31_11_28_12"
000316,"—","—","030339","2014_12_31_11_28_12"
000316,"27554","84212","000311","2014_12_31_11_28_12"
000316,"22880","84680","000311","2014_12_31_18_25_05"
000316,"19966","81166","000402","2014_12_31_11_50_06"
000316,"23214","84414","040402","2014_12_31_11_50_06"
000316,"23214","84414","040402","2014_12_31_11_48_05"
000316,"20214","81714","030339","2014_12_31_11_48_05"
000316,"22880","84680","000311","2014_12_31_11_48_05"
000316,"22880","84680","000311","2014_12_31_11_20_30"
000316,"22880","84680","000311","2015_4_13_20_1_21"
000316,"19966","81166","000402","2015_4_13_20_11_22"
000316,"27554","84212","000311","2015_2_17_14_32_15"
000316,"22880","84680","000311","2015_4_13_19_47_20"
000316,"19966","81166","000402","2015_4_13_19_47_20"
000316,"19966","81166","000402","2015_2_17_14_32_15"
000316,"23214","84414","040402","2015_2_17_14_32_15"
000316,"—","—","030339","2015_2_17_14_32_15"
000316,"22732","81832","001041","2014_10_30_16_47_21"
000316,"23214","84414","040402","2014_12_31_18_25_05"
000316,"20214","81714","030339","2014_12_31_18_25_05"
000316,"22880","84680","000311","2015_4_13_20_11_22"
000316,"22880","84680","000311","2015_7_16_12_27_51"
000316,"22880","84680","000311","2015_7_16_12_29_52"
000316,"—","—","030339","2015_2_17_14_30_13"
000316,"25594","83004","000311","2015_2_17_14_30_13"
000316,"20214","81714","030339","2015_7_16_12_27_51"
000316,"20214","81714","000331","2015_7_16_12_27_51"
000316,"20214","81714","030339","2015_4_13_20_11_22"
000316,"20214","81714","030339","2015_4_13_19_47_20"
000316,"19966","81166","000402","2015_4_13_20_1_21"
000316,"20214","81714","030339","2015_7_16_12_29_52"
000316,"20214","81714","000331","2015_7_16_12_29_52"
000316,"23214","84414","040402","2015_4_13_20_11_22"
000317,"23075","84275","040402","2014_12_31_11_48_05"
000317,"20353","81853","030339","2014_12_31_11_48_05"
000317,"20353","81853","030339","2014_12_31_11_50_06"
000317,"22741","84541","000311","2014_12_31_11_50_06"
000317,"20105","81305","000402","2014_12_31_11_20_30"
000317,"23075","84275","040402","2015_4_13_19_47_20"
000317,"23075","84275","040402","2014_12_31_11_20_30"
000317,"20353","81853","030339","2014_12_31_11_20_30"
000317,"22741","84541","000311","2014_12_31_11_48_05"
000317,"23075","84275","040402","2014_12_31_18_27_06"
000317,"22741","84541","000311","2014_12_31_11_20_30"
000317,"—","—","030339","2015_2_17_14_32_15"
000317,"27411","84069","000311","2015_2_17_14_32_15"
000317,"22741","84541","000311","2015_4_13_19_47_20"
000317,"20105","81305","000402","2014_12_31_11_50_06"
000317,"23075","84275","040402","2014_12_31_11_50_06"
000317,"20105","81305","000402","2015_2_17_14_32_15"
000317,"23075","84275","040402","2014_12_31_18_25_05"
000317,"20353","81853","030339","2014_12_31_18_25_05"
000317,"22741","84541","000311","2014_12_31_18_25_05"
000317,"20105","81305","000402","2014_12_31_18_27_06"
000317,"20353","81853","030339","2014_12_31_18_27_06"
000317,"22741","84541","000311","2014_12_31_18_27_06"
000317,"—","—","030339","2015_2_17_14_30_13"
000317,"25455","82865","000311","2015_2_17_14_30_13"
000317,"20105","81305","000402","2015_4_13_19_47_20"
000317,"23075","84275","040402","2015_2_17_14_32_15"
000317,"20105","81305","000402","2014_12_31_18_25_05"
000317,"20105","81305","000402","2014_12_31_11_48_05"
000317,"20105","81305","000402","2014_12_31_11_52_07"
000317,"23075","84275","040402","2014_12_31_11_52_07"
000317,"20353","81853","030339","2014_12_31_11_52_07"
000317,"22741","84541","000311","2014_12_31_11_52_07"
000317,"22741","84541","000311","2015_4_13_20_11_22"
000317,"27411","84069","000311","2014_12_31_11_28_12"
000317,"20105","81305","000402","2014_12_31_11_28_12"
000317,"23075","84275","040402","2014_12_31_11_28_12"
000317,"20105","81305","000402","2015_2_17_14_30_13"
000317,"23075","84275","040402","2015_2_17_14_30_13"
000317,"23075","84275","040402","2015_4_13_20_11_22"
000317,"20353","81853","030339","2015_4_13_20_11_22"
000317,"20353","81853","030339","2015_4_13_19_47_20"
000317,"20353","81853","000331","2015_7_16_12_27_51"
000317,"22741","84541","000311","2015_4_13_20_1_21"
000317,"23075","84275","040402","2015_4_13_20_1_21"
000317,"20353","81853","030339","2015_4_13_20_1_21"
000317,"—","—","030339","2014_12_31_11_28_12"
000317,"22741","84541","000311","2015_7_16_12_27_51"
000317,"22741","84541","000311","2015_7_16_12_29_52"
000317,"20353","81853","030339","2015_7_16_12_29_52"
000317,"20353","81853","000331","2015_7_16_12_29_52"
000317,"20105","81305","000402","2015_4_13_20_1_21"
000317,"20353","81853","030339","2015_7_16_12_27_51"
000317,"20105","81305","000402","2015_4_13_20_11_22"
000318,"20237","81437","000402","2014_12_31_18_27_06"
000318,"20485","81985","030339","2014_12_31_18_27_06"
000318,"22959","84159","040402","2014_12_31_11_20_30"
000318,"20485","81985","030339","2014_12_31_11_20_30"
000318,"20485","81985","030339","2014_12_31_11_52_07"
000318,"22625","84425","000311","2014_12_31_11_52_07"
000318,"20237","81437","000402","2014_12_31_18_25_05"
000318,"22959","84159","040402","2015_4_13_19_47_20"
000318,"20485","81985","030339","2014_12_31_11_50_06"
000318,"20237","81437","000402","2014_12_31_11_48_05"
000318,"20237","81437","000402","2014_12_31_11_52_07"
000318,"22959","84159","040402","2014_12_31_11_52_07"
000318,"22625","84425","000311","2014_12_31_18_27_06"
000318,"20237","81437","000402","2015_2_17_14_30_13"
000318,"22959","84159","040402","2015_2_17_14_30_13"
000318,"22625","84425","000311","2014_12_31_11_50_06"
000318,"20237","81437","000402","2014_12_31_11_20_30"
000318,"22959","84159","040402","2014_12_31_18_27_06"
000318,"22959","84159","040402","2015_4_13_20_1_21"
000318,"20485","81985","030339","2015_4_13_20_1_21"
000318,"20237","81437","000402","2014_12_31_11_28_12"
000318,"22959","84159","040402","2014_12_31_11_28_12"
000318,"—","—","030339","2014_12_31_11_28_12"
000318,"27291","83949","000311","2014_12_31_11_28_12"
000318,"22625","84425","000311","2014_12_31_18_25_05"
000318,"20237","81437","000402","2014_12_31_11_50_06"
000318,"22959","84159","040402","2014_12_31_11_50_06"
000318,"22959","84159","040402","2014_12_31_11_48_05"
000318,"20485","81985","030339","2014_12_31_11_48_05"
000318,"22625","84425","000311","2014_12_31_11_48_05"
000318,"22625","84425","000311","2014_12_31_11_20_30"
000318,"22625","84425","000311","2015_4_13_20_1_21"
000318,"20237","81437","000402","2015_4_13_20_11_22"
000318,"27291","83949","000311","2015_2_17_14_32_15"
000318,"22625","84425","000311","2015_4_13_19_47_20"
000318,"20237","81437","000402","2015_4_13_19_47_20"
000318,"20237","81437","000402","2015_2_17_14_32_15"
000318,"22959","84159","040402","2015_2_17_14_32_15"
000318,"—","—","030339","2015_2_17_14_32_15"
000318,"22959","84159","040402","2014_12_31_18_25_05"
000318,"20485","81985","030339","2014_12_31_18_25_05"
000318,"22625","84425","000311","2015_4_13_20_11_22"
000318,"22625","84425","000311","2015_7_16_12_27_51"
000318,"22625","84425","000311","2015_7_16_12_29_52"
000318,"—","—","030339","2015_2_17_14_30_13"
000318,"25339","82749","000311","2015_2_17_14_30_13"
000318,"20485","81985","030339","2015_7_16_12_27_51"
000318,"20485","81985","000331","2015_7_16_12_27_51"
000318,"20485","81985","030339","2015_4_13_20_11_22"
000318,"20485","81985","030339","2015_4_13_19_47_20"
000318,"20237","81437","000402","2015_4_13_20_1_21"
000318,"20485","81985","030339","2015_7_16_12_29_52"
000318,"20485","81985","000331","2015_7_16_12_29_52"
000318,"22959","84159","040402","2015_4_13_20_11_22"
000319,"22797","83997","040402","2014_12_31_11_48_05"
000319,"20635","82135","030339","2014_12_31_11_48_05"
000319,"20635","82135","030339","2014_12_31_11_50_06"
000319,"22463","84263","000311","2014_12_31_11_50_06"
000319,"20387","81587","000402","2014_12_31_11_20_30"
000319,"22797","83997","040402","2015_4_13_19_47_20"
000319,"20635","82135","030339","2014_12_31_11_20_30"
000319,"22463","84263","000311","2014_12_31_11_48_05"
000319,"22797","83997","040402","2014_12_31_18_27_06"
000319,"22463","84263","000311","2014_12_31_11_20_30"
000319,"27115","83773","000311","2015_2_17_14_32_15"
000319,"22463","84263","000311","2015_4_13_19_47_20"
000319,"20387","81587","000402","2014_12_31_11_50_06"
000319,"22797","83997","040402","2014_12_31_11_50_06"
000319,"20387","81587","000402","2015_2_17_14_32_15"
000319,"22797","83997","040402","2014_12_31_18_25_05"
000319,"20635","82135","030339","2014_12_31_18_25_05"
000319,"22463","84263","000311","2014_12_31_18_25_05"
000319,"20387","81587","000402","2014_12_31_18_27_06"
000319,"22797","83997","040402","2014_12_31_11_20_30"
000319,"20635","82135","030339","2014_12_31_18_27_06"
000319,"22463","84263","000311","2014_12_31_18_27_06"
000319,"—","—","030339","2015_2_17_14_30_13"
000319,"25177","82587","000311","2015_2_17_14_30_13"
000319,"20387","81587","000402","2015_4_13_19_47_20"
000319,"22797","83997","040402","2015_2_17_14_32_15"
000319,"—","—","030339","2015_2_17_14_32_15"
000319,"20387","81587","000402","2014_12_31_18_25_05"
000319,"—","—","000319","2014_10_30_20_4_12"
000319,"22800","81443","001321","2014_10_30_20_4_12"
000319,"20387","81587","000402","2014_12_31_11_48_05"
000319,"20387","81587","000402","2014_12_31_11_52_07"
000319,"22797","83997","040402","2014_12_31_11_52_07"
000319,"20635","82135","030339","2014_12_31_11_52_07"
000319,"22463","84263","000311","2014_12_31_11_52_07"
000319,"22463","84263","000311","2015_4_13_20_11_22"
000319,"27115","83773","000311","2014_12_31_11_28_12"
000319,"20387","81587","000402","2014_12_31_11_28_12"
000319,"22797","83997","040402","2014_12_31_11_28_12"
000319,"20387","81587","000402","2015_2_17_14_30_13"
000319,"22797","83997","040402","2015_2_17_14_30_13"
000319,"22797","83997","040402","2015_4_13_20_11_22"
000319,"20635","82135","030339","2015_4_13_20_11_22"
000319,"20635","82135","030339","2015_4_13_19_47_20"
000319,"20635","82135","000331","2015_7_16_12_27_51"
000319,"22463","84263","000311","2015_4_13_20_1_21"
000319,"22797","83997","040402","2015_4_13_20_1_21"
000319,"20635","82135","030339","2015_4_13_20_1_21"
000319,"—","—","030339","2014_12_31_11_28_12"
000319,"22463","84263","000311","2015_7_16_12_27_51"
000319,"22463","84263","000311","2015_7_16_12_29_52"
000319,"20635","82135","030339","2015_7_16_12_29_52"
000319,"20635","82135","000331","2015_7_16_12_29_52"
000319,"20387","81587","000402","2015_4_13_20_1_21"
000319,"20635","82135","030339","2015_7_16_12_27_51"
000319,"20387","81587","000402","2015_4_13_20_11_22"
000320,"20505","81705","000402","2014_12_31_18_27_06"
000320,"20753","82253","030339","2014_12_31_18_27_06"
000320,"22684","83884","040402","2014_12_31_11_20_30"
000320,"20753","82253","030339","2014_12_31_11_20_30"
000320,"22196","81771","011114","2014_10_30_16_58_33"
000320,"22350","84150","000311","2014_12_31_11_50_06"
000320,"20505","81705","000402","2014_12_31_11_20_30"
000320,"20753","82253","030339","2014_12_31_11_52_07"
000320,"22350","84150","000311","2014_12_31_11_52_07"
000320,"20505","81705","000402","2014_12_31_18_25_05"
000320,"22684","83884","040402","2015_4_13_19_47_20"
000320,"20753","82253","030339","2014_12_31_11_50_06"
000320,"22196","83271","011117","2014_10_30_16_58_33"
000320,"20505","81705","000402","2014_12_31_11_48_05"
000320,"21896","83571","021131","2014_10_30_16_58_33"
000320,"20505","81705","000402","2014_12_31_11_52_07"
000320,"22684","83884","040402","2014_12_31_11_52_07"
000320,"22350","84150","000311","2014_12_31_18_27_06"
000320,"22350","84150","000311","2014_12_31_11_20_30"
000320,"22684","83884","040402","2014_12_31_18_27_06"
000320,"22684","83884","040402","2015_4_13_20_1_21"
000320,"20753","82253","030339","2015_4_13_20_1_21"
000320,"20505","81705","000402","2014_12_31_11_28_12"
000320,"22684","83884","040402","2014_12_31_11_28_12"
000320,"—","—","030339","2014_12_31_11_28_12"
000320,"26998","83656","000311","2014_12_31_11_28_12"
000320,"20505","81705","000402","2015_2_17_14_30_13"
000320,"22684","83884","040402","2015_2_17_14_30_13"
000320,"22350","84150","000311","2015_4_13_20_1_21"
000320,"20505","81705","000402","2015_4_13_20_11_22"
000320,"26998","83656","000311","2015_2_17_14_32_15"
000320,"22350","84150","000311","2015_4_13_19_47_20"
000320,"20505","81705","000402","2015_4_13_19_47_20"
000320,"20505","81705","000402","2015_2_17_14_32_15"
000320,"22684","83884","040402","2015_2_17_14_32_15"
000320,"—","—","030339","2015_2_17_14_32_15"
000320,"22586","80906","041160","2014_10_30_16_58_33"
000320,"22684","83884","040402","2014_12_31_18_25_05"
000320,"20753","82253","030339","2014_12_31_18_25_05"
000320,"22350","84150","000311","2014_12_31_18_25_05"
000320,"20505","81705","000402","2014_12_31_11_50_06"
000320,"22684","83884","040402","2014_12_31_11_50_06"
000320,"22684","83884","040402","2014_12_31_11_48_05"
000320,"22350","84150","000311","2014_12_31_11_48_05"
000320,"20753","82253","030339","2014_12_31_11_48_05"
000320,"20753","82253","030339","2015_7_16_12_27_51"
000320,"20753","82253","000331","2015_7_16_12_27_51"
000320,"20753","82253","030339","2015_4_13_20_11_22"
000320,"20753","82253","030339","2015_4_13_19_47_20"
000320,"20505","81705","000402","2015_4_13_20_1_21"
000320,"20753","82253","030339","2015_7_16_12_29_52"
000320,"20753","82253","000331","2015_7_16_12_29_52"
000320,"22684","83884","040402","2015_4_13_20_11_22"
000320,"22350","84150","000311","2015_4_13_20_11_22"
000320,"22350","84150","000311","2015_7_16_12_27_51"
000320,"22350","84150","000311","2015_7_16_12_29_52"
000320,"—","—","030339","2015_2_17_14_30_13"
000320,"25064","82474","000311","2015_2_17_14_30_13"
000321,"22211","84011","000311","2014_12_31_11_50_06"
000321,"20642","81842","000402","2014_12_31_11_20_30"
000321,"22545","83745","040402","2015_4_13_19_47_20"
000321,"22211","84011","000311","2014_12_31_11_20_30"
000321,"22545","83745","040402","2014_12_31_18_25_05"
000321,"20890","82390","030339","2014_12_31_18_25_05"
000321,"22211","84011","000311","2014_12_31_18_25_05"
000321,"20642","81842","000402","2014_12_31_18_27_06"
000321,"22545","83745","040402","2014_12_31_11_20_30"
000321,"20890","82390","030339","2014_12_31_11_20_30"
000321,"22211","84011","000311","2014_12_31_11_48_05"
000321,"20890","82390","030339","2014_12_31_11_48_05"
000321,"22545","83745","040402","2014_12_31_18_27_06"
000321,"22545","83745","040402","2014_12_31_11_48_05"
000321,"20890","82390","030339","2014_12_31_11_50_06"
000321,"22211","84011","000311","2014_12_31_11_52_07"
000321,"22211","84011","000311","2015_4_13_20_11_22"
000321,"20890","82390","030339","2014_12_31_18_27_06"
000321,"22211","84011","000311","2014_12_31_18_27_06"
000321,"—","—","030339","2015_2_17_14_30_13"
000321,"24925","82335","000311","2015_2_17_14_30_13"
000321,"20642","81842","000402","2015_4_13_19_47_20"
000321,"22545","83745","040402","2015_2_17_14_32_15"
000321,"—","—","030339","2015_2_17_14_32_15"
000321,"26855","83513","000311","2015_2_17_14_32_15"
000321,"22211","84011","000311","2015_4_13_19_47_20"
000321,"20642","81842","000402","2014_12_31_11_50_06"
000321,"22545","83745","040402","2014_12_31_11_50_06"
000321,"20642","81842","000402","2015_2_17_14_32_15"
000321,"22545","83745","040402","2015_4_13_20_1_21"
000321,"20890","82390","030339","2015_4_13_20_1_21"
000321,"—","—","030339","2014_12_31_11_28_12"
000321,"26855","83513","000311","2014_12_31_11_28_12"
000321,"20642","81842","000402","2014_12_31_11_28_12"
000321,"22545","83745","040402","2014_12_31_11_28_12"
000321,"20642","81842","000402","2015_2_17_14_30_13"
000321,"22545","83745","040402","2015_2_17_14_30_13"
000321,"20642","81842","000402","2014_12_31_18_25_05"
000321,"20642","81842","000402","2014_12_31_11_48_05"
000321,"20642","81842","000402","2014_12_31_11_52_07"
000321,"22545","83745","040402","2014_12_31_11_52_07"
000321,"20890","82390","030339","2014_12_31_11_52_07"
000321,"22211","84011","000311","2015_7_16_12_27_51"
000321,"22211","84011","000311","2015_7_16_12_29_52"
000321,"20890","82390","030339","2015_7_16_12_29_52"
000321,"20890","82390","000331","2015_7_16_12_29_52"
000321,"20642","81842","000402","2015_4_13_20_1_21"
000321,"20890","82390","030339","2015_7_16_12_27_51"
000321,"20642","81842","000402","2015_4_13_20_11_22"
000321,"22545","83745","040402","2015_4_13_20_11_22"
000321,"20890","82390","030339","2015_4_13_20_11_22"
000321,"20890","82390","030339","2015_4_13_19_47_20"
000321,"20890","82390","000331","2015_7_16_12_27_51"
000321,"22211","84011","000311","2015_4_13_20_1_21"
000322,"20791","81991","000402","2014_12_31_18_27_06"
000322,"22402","83602","040402","2014_12_31_18_27_06"
000322,"21039","82539","030339","2014_12_31_18_27_06"
000322,"22402","83602","040402","2014_12_31_11_20_30"
000322,"21039","82539","030339","2014_12_31_11_20_30"
000322,"22068","83868","000311","2014_12_31_11_20_30"
000322,"22068","83868","000311","2014_12_31_11_50_06"
000322,"20791","81991","000402","2014_12_31_11_20_30"
000322,"21039","82539","030339","2014_12_31_11_52_07"
000322,"22068","83868","000311","2014_12_31_11_52_07"
000322,"20791","81991","000402","2014_12_31_18_25_05"
000322,"22402","83602","040402","2015_4_13_19_47_20"
000322,"21039","82539","030339","2014_12_31_11_50_06"
000322,"20791","81991","000402","2014_12_31_11_48_05"
000322,"20791","81991","000402","2014_12_31_11_52_07"
000322,"22402","83602","040402","2014_12_31_11_52_07"
000322,"22068","83868","000311","2014_12_31_18_27_06"
000322,"22402","83602","040402","2015_4_13_20_1_21"
000322,"21039","82539","030339","2015_4_13_20_1_21"
000322,"20791","81991","000402","2014_12_31_11_28_12"
000322,"22402","83602","040402","2014_12_31_11_28_12"
000322,"—","—","030339","2014_12_31_11_28_12"
000322,"26708","83366","000311","2014_12_31_11_28_12"
000322,"20791","81991","000402","2015_2_17_14_30_13"
000322,"22402","83602","040402","2015_2_17_14_30_13"
000322,"22068","83868","000311","2015_4_13_20_1_21"
000322,"20791","81991","000402","2015_4_13_20_11_22"
000322,"26708","83366","000311","2015_2_17_14_32_15"
000322,"22068","83868","000311","2015_4_13_19_47_20"
000322,"20791","81991","000402","2015_4_13_19_47_20"
000322,"20791","81991","000402","2015_2_17_14_32_15"
000322,"22402","83602","040402","2015_2_17_14_32_15"
000322,"—","—","030339","2015_2_17_14_32_15"
000322,"21039","82539","030339","2014_12_31_18_25_05"
000322,"22068","83868","000311","2014_12_31_18_25_05"
000322,"20791","81991","000402","2014_12_31_11_50_06"
000322,"22402","83602","040402","2014_12_31_11_50_06"
000322,"22402","83602","040402","2014_12_31_11_48_05"
000322,"21039","82539","030339","2014_12_31_11_48_05"
000322,"22068","83868","000311","2014_12_31_11_48_05"
000322,"21039","82539","030339","2015_7_16_12_27_51"
000322,"21039","82539","000331","2015_7_16_12_27_51"
000322,"21039","82539","030339","2015_4_13_20_11_22"
000322,"21039","82539","030339","2015_4_13_19_47_20"
000322,"20791","81991","000402","2015_4_13_20_1_21"
000322,"21039","82539","030339","2015_7_16_12_29_52"
000322,"21039","82539","000331","2015_7_16_12_29_52"
000322,"22402","83602","040402","2015_4_13_20_11_22"
000322,"22068","83868","000311","2015_4_13_20_11_22"
000322,"22402","83602","040402","2014_12_31_18_25_05"
000322,"22068","83868","000311","2015_7_16_12_27_51"
000322,"22068","83868","000311","2015_7_16_12_29_52"
000322,"—","—","030339","2015_2_17_14_30_13"
000322,"24782","82192","000311","2015_2_17_14_30_13"
000323,"20963","82163","000402","2014_12_31_11_20_30"
000323,"22234","83434","040402","2015_4_13_19_47_20"
000323,"21900","83700","000311","2014_12_31_11_20_30"
000323,"22234","83434","040402","2014_12_31_18_25_05"
000323,"21211","83443","030339","2014_12_31_18_25_05"
000323,"21900","83700","000311","2014_12_31_18_25_05"
000323,"20963","82163","000402","2014_12_31_18_27_06"
000323,"22234","83434","040402","2014_12_31_11_20_30"
000323,"21211","82711","030339","2014_12_31_11_20_30"
000323,"21900","83700","000311","2014_12_31_11_48_05"
000323,"22234","83434","040402","2014_12_31_11_48_05"
000323,"21211","83400","030339","2014_12_31_11_48_05"
000323,"21211","83400","030339","2014_12_31_11_50_06"
000323,"21900","83700","000311","2014_12_31_11_50_06"
000323,"21900","83700","000311","2014_12_31_11_52_07"
000323,"21900","83700","000311","2015_4_13_20_11_22"
000323,"22234","83434","040402","2014_12_31_18_27_06"
000323,"21211","83212","030339","2014_12_31_18_27_06"
000323,"21900","83700","000311","2014_12_31_18_27_06"
000323,"—","—","030339","2015_2_17_14_30_13"
000323,"24614","82024","000311","2015_2_17_14_30_13"
000323,"20963","82163","000402","2015_4_13_19_47_20"
000323,"22234","83434","040402","2015_2_17_14_32_15"
000323,"—","—","030339","2015_2_17_14_32_15"
